api_id,method,path,source,line
API-0331,GET,/api/v1/me,api/src/routes/auth.ts,230
API-0332,POST,/api/v1/auth/forgot-password,api/src/routes/auth.ts,268
API-0333,POST,/api/v1/auth/reset-password,api/src/routes/auth.ts,305
API-0334,POST,/api/v1/auth/send-email-code,api/src/routes/auth.ts,348
API-0335,POST,/v1/chat/completions,api/src/routes/chat.ts,656
API-0336,POST,/api/v1/v1/chat/completions,api/src/routes/chat.ts,658
API-0337,POST,/api/v1/me/data-export/request,api/src/routes/data-requests.ts,148
API-0338,GET,/api/v1/me/data-export/requests,api/src/routes/data-requests.ts,183
API-0339,GET,/api/v1/me/data-export/:id,api/src/routes/data-requests.ts,213
API-0340,POST,/api/v1/me/data-export/:id/cancel,api/src/routes/data-requests.ts,230
API-0341,GET,/api/v1/me/data-export/:id/download,api/src/routes/data-requests.ts,258
API-0342,GET,/api/v1/admin/data-requests,api/src/routes/data-requests.ts,300
API-0343,POST,/api/v1/admin/data-requests/:id/approve,api/src/routes/data-requests.ts,352
API-0344,POST,/api/v1/admin/data-requests/:id/reject,api/src/routes/data-requests.ts,379
API-0345,POST,/api/v1/admin/data-requests/:id/export,api/src/routes/data-requests.ts,409
API-0346,GET,/api/v1/me/deletion/checks,api/src/routes/deletion.ts,135
API-0347,POST,/api/v1/me/deletion/request,api/src/routes/deletion.ts,210
API-0348,GET,/api/v1/me/deletion/status,api/src/routes/deletion.ts,242
API-0349,POST,/api/v1/me/deletion/cancel,api/src/routes/deletion.ts,261
API-0350,GET,/api/v1/admin/deletion-requests,api/src/routes/deletion.ts,313
API-0351,POST,/api/v1/admin/deletion-requests/:id/approve,api/src/routes/deletion.ts,363
API-0352,POST,/api/v1/admin/deletion-requests/:id/reject,api/src/routes/deletion.ts,403
API-0353,POST,/api/v1/admin/deletion-requests/:id/execute,api/src/routes/deletion.ts,432
API-0354,GET,/health,api/src/routes/health.ts,85
API-0355,GET,/api/v1/health,api/src/routes/health.ts,86
API-0356,GET,/internal/assets/:name,api/src/routes/internal-assets.ts,17
API-0357,GET,/api/v1/me/announcements,api/src/routes/me-gap.ts,89
API-0358,GET,/api/v1/me/announcements/unread-count,api/src/routes/me-gap.ts,128
API-0359,POST,/api/v1/me/announcements/:id/read,api/src/routes/me-gap.ts,148
API-0360,POST,/api/v1/me/announcements/read-all,api/src/routes/me-gap.ts,164
API-0361,GET,/api/v1/me/devices,api/src/routes/me-gap.ts,187
API-0362,POST,/api/v1/me/devices/:id/logout,api/src/routes/me-gap.ts,221
API-0363,GET,/api/v1/me/knowledge-base,api/src/routes/me-gap.ts,242
API-0364,GET,/api/v1/me/knowledge-base/categories,api/src/routes/me-gap.ts,303
API-0365,POST,/api/v1/me/knowledge-base/:id/feedback,api/src/routes/me-gap.ts,321
API-0366,POST,/api/v1/me/notification-settings/:type/email,api/src/routes/me-gap.ts,345
API-0367,PATCH,/api/v1/me/webhooks/:id,api/src/routes/me-gap.ts,372
API-0368,GET,/api/v1/me/consent/status,api/src/routes/me-gap.ts,442
API-0369,POST,/api/v1/me/consent/privacy,api/src/routes/me-gap.ts,477
API-0370,POST,/api/v1/me/consent/terms,api/src/routes/me-gap.ts,484
API-0371,GET,/api/v1/me/customers,api/src/routes/me-sales.ts,189
API-0372,POST,/api/v1/me/customers/:id/assign,api/src/routes/me-sales.ts,377
API-0373,GET,/api/v1/me/customers/:id,api/src/routes/me-sales.ts,427
API-0374,POST,/api/v1/me/customers/:id/contacts,api/src/routes/me-sales.ts,557
API-0375,PUT,/api/v1/me/customers/:id/status,api/src/routes/me-sales.ts,591
API-0376,PUT,/api/v1/me/customers/:id/tags,api/src/routes/me-sales.ts,624
API-0377,GET,/api/v1/me/customers/:id/consumption,api/src/routes/me-sales.ts,664
API-0378,GET,/api/v1/me/customers/:id/recharges,api/src/routes/me-sales.ts,752
API-0379,GET,/api/v1/me/follow-reminders,api/src/routes/me-sales.ts,794
API-0380,POST,/api/v1/me/follow-reminders,api/src/routes/me-sales.ts,849
API-0381,POST,/api/v1/me/follow-reminders/:id/complete,api/src/routes/me-sales.ts,885
API-0382,POST,/api/v1/me/follow-reminders/:id/ignore,api/src/routes/me-sales.ts,902
API-0383,GET,/api/v1/me/sales-performance,api/src/routes/me-sales.ts,929
API-0384,GET,/api/v1/me/stats,api/src/routes/me.ts,84
API-0385,GET,/api/v1/me/keys,api/src/routes/me.ts,133
API-0386,GET,/api/v1/me/models,api/src/routes/me.ts,149
API-0387,GET,/api/v1/me/models/:id/price,api/src/routes/me.ts,168
API-0388,GET,/api/v1/me/logs,api/src/routes/me.ts,196
API-0389,GET,/api/v1/me/billing/current,api/src/routes/me.ts,248
API-0390,GET,/api/v1/me/billing/current/daily,api/src/routes/me.ts,273
API-0391,GET,/api/v1/me/billing/history,api/src/routes/me.ts,289
API-0392,GET,/api/v1/me/billing/history/:month,api/src/routes/me.ts,312
API-0393,GET,/api/v1/me/real-name,api/src/routes/me.ts,348
API-0394,POST,/api/v1/me/real-name,api/src/routes/me.ts,390
API-0395,GET,/api/v1/me/billing/history/:month/download,api/src/routes/me.ts,481
API-0396,GET,/api/v1/me/notifications,api/src/routes/me.ts,522
API-0397,POST,/api/v1/me/notifications/:id/read,api/src/routes/me.ts,576
API-0398,POST,/api/v1/me/notifications/read-all,api/src/routes/me.ts,588
API-0399,GET,/api/v1/me/notification-settings,api/src/routes/me.ts,598
API-0400,GET,/api/v1/me/group,api/src/routes/me.ts,604
API-0401,GET,/api/v1/me/group/models,api/src/routes/me.ts,628
API-0402,POST,/api/v1/me/change-password,api/src/routes/me.ts,649
API-0403,POST,/api/v1/me/change-email,api/src/routes/me.ts,684
API-0404,GET,/api/v1/me/invoices/quota,api/src/routes/me.ts,712
API-0405,POST,/api/v1/me/invoices,api/src/routes/me.ts,749
API-0406,GET,/api/v1/me/invoices,api/src/routes/me.ts,817
API-0407,GET,/api/v1/me/invoices/:id/download,api/src/routes/me.ts,862
API-0408,GET,/api/v1/me/tickets,api/src/routes/me.ts,897
API-0409,POST,/api/v1/me/tickets,api/src/routes/me.ts,935
API-0410,POST,/api/v1/me/tickets/:id/reply,api/src/routes/me.ts,971
API-0411,POST,/api/v1/me/tickets/:id/resolve,api/src/routes/me.ts,1009
API-0412,POST,/api/v1/me/api-keys/revoke-all,api/src/routes/me.ts,1024
API-0413,GET,/api/v1/me/settings,api/src/routes/me.ts,1043
API-0414,PUT,/api/v1/me/settings,api/src/routes/me.ts,1065
API-0415,POST,/v1/messages,api/src/routes/messages.ts,557
API-0416,POST,/api/v1/v1/messages,api/src/routes/messages.ts,559
API-0417,GET,/api/v1/auth/oauth/github/url,api/src/routes/oauth.ts,51
API-0418,GET,/api/v1/auth/oauth/github/callback,api/src/routes/oauth.ts,63
API-0419,GET,/api/v1/auth/oauth/bindings,api/src/routes/oauth.ts,86
API-0420,POST,/api/v1/auth/oauth/:provider/bind,api/src/routes/oauth.ts,93
API-0421,POST,/api/v1/auth/oauth/:provider/unbind,api/src/routes/oauth.ts,106
API-0422,POST,/v1/embeddings,api/src/routes/openai-compat.ts,552
API-0423,POST,/api/v1/v1/embeddings,api/src/routes/openai-compat.ts,554
API-0424,POST,/v1/completions,api/src/routes/openai-compat.ts,858
API-0425,POST,/api/v1/v1/completions,api/src/routes/openai-compat.ts,860
API-0426,GET,/v1/models,api/src/routes/openai-compat.ts,865
API-0427,GET,/api/v1/public/site-config,api/src/routes/public.ts,57
API-0428,GET,/api/v1/public/api-config,api/src/routes/public.ts,77
API-0429,GET,/api/v1/public/models,api/src/routes/public.ts,92
API-0430,GET,/api/v1/public/models/health,api/src/routes/public.ts,131
API-0431,GET,/api/v1/public/status,api/src/routes/public.ts,167
API-0432,GET,/api/v1/public/i18n/entries,api/src/routes/public.ts,265
API-0433,GET,/api/v1/public/blog,api/src/routes/public.ts,296
API-0434,GET,/api/v1/public/blog/:slug,api/src/routes/public.ts,342
API-0435,GET,/api/v1/me/balance,api/src/routes/recharge.ts,103
API-0436,POST,/api/v1/me/recharge,api/src/routes/recharge.ts,109
API-0437,GET,/api/v1/me/recharge-orders,api/src/routes/recharge.ts,175
API-0438,GET,/api/v1/me/promotions,api/src/routes/recharge.ts,210
API-0439,POST,/api/v1/me/redemption/redeem,api/src/routes/recharge.ts,224
API-0440,GET,/api/v1/admin/recharge-orders,api/src/routes/recharge.ts,313
API-0441,POST,/api/v1/admin/recharge-orders/:id/audit,api/src/routes/recharge.ts,433
API-0442,POST,/api/v1/admin/recharge-orders/:id/reject,api/src/routes/recharge.ts,608
API-0443,POST,/v1/rerank,api/src/routes/rerank.ts,475
API-0444,POST,/api/v1/v1/rerank,api/src/routes/rerank.ts,477
API-0445,POST,/v1/responses,api/src/routes/responses.ts,671
API-0446,POST,/api/v1/v1/responses,api/src/routes/responses.ts,673
API-0447,GET,/api/v1/admin/suppliers,api/src/routes/suppliers.ts,138
API-0448,GET,/api/v1/admin/suppliers/:id,api/src/routes/suppliers.ts,177
API-0449,POST,/api/v1/admin/suppliers,api/src/routes/suppliers.ts,192
API-0450,PUT,/api/v1/admin/suppliers/:id,api/src/routes/suppliers.ts,223
API-0451,DELETE,/api/v1/admin/suppliers/:id,api/src/routes/suppliers.ts,255
API-0452,GET,/api/v1/admin/suppliers/:id/models,api/src/routes/suppliers.ts,273
API-0453,POST,/api/v1/admin/suppliers/:id/models,api/src/routes/suppliers.ts,284
API-0454,PUT,/api/v1/admin/models/:id,api/src/routes/suppliers.ts,315
API-0455,PATCH,/api/v1/admin/models/:id/status,api/src/routes/suppliers.ts,364
API-0456,POST,/api/v1/admin/suppliers/:id/models/batch-status,api/src/routes/suppliers.ts,391
API-0457,GET,/api/v1/admin/suppliers/:id/keys,api/src/routes/suppliers.ts,430
API-0458,POST,/api/v1/admin/suppliers/:id/keys,api/src/routes/suppliers.ts,441
API-0459,PUT,/api/v1/admin/keys/:id,api/src/routes/suppliers.ts,477
API-0460,DELETE,/api/v1/admin/keys/:id,api/src/routes/suppliers.ts,501
API-0461,POST,/api/v1/admin/suppliers/:id/test,api/src/routes/suppliers.ts,518
API-0462,GET,/api/v1/admin/suppliers/:id/balance,api/src/routes/suppliers.ts,555
API-0463,GET,/api/v1/admin/pricing,api/src/routes/suppliers.ts,611
API-0464,POST,/api/v1/admin/pricing,api/src/routes/suppliers.ts,668
API-0465,PUT,/api/v1/admin/pricing/:id,api/src/routes/suppliers.ts,714
API-0466,GET,/api/v1/public/pricing,api/src/routes/suppliers.ts,835
API-0467,GET,/api/v1/public/stats,api/src/routes/suppliers.ts,864
API-0468,POST,/v1/mj/submit/:action,api/src/routes/task-relay.ts,588
API-0469,POST,/v1/suno/submit/:action,api/src/routes/task-relay.ts,590
API-0470,GET,/v1/mj/task/:id/fetch,api/src/routes/task-relay.ts,624
API-0471,GET,/v1/suno/fetch/:id,api/src/routes/task-relay.ts,627
API-0472,POST,/v1/suno/fetch,api/src/routes/task-relay.ts,631
API-0473,GET,/api/v1/me/webhooks,api/src/routes/webhooks.ts,119
API-0474,POST,/api/v1/me/webhooks,api/src/routes/webhooks.ts,129
API-0475,PUT,/api/v1/me/webhooks/:id,api/src/routes/webhooks.ts,158
API-0476,DELETE,/api/v1/me/webhooks/:id,api/src/routes/webhooks.ts,180
API-0477,POST,/api/v1/me/webhooks/:id/regenerate-secret,api/src/routes/webhooks.ts,194
API-0478,POST,/api/v1/me/webhooks/:id/test,api/src/routes/webhooks.ts,213
API-0479,GET,/v1/ws,api/src/routes/ws.ts,207
